Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Year,Month,Day,Temperature_orig,Humidity_orig,Wind_Speed_orig,Soil_Quality_orig
Sugarcane,Peaty,5.5,25,75,12,71.5,54.0,42.0,28,2019,8,12,24.845014281032054,75.15498571896795,11.699055986924275,27.916666666666668
Wheat,Loamy,6.5,29,71,14,77.0,60.0,45.0,61,2014,4,2,28.725152814564,71.274847185436,14.31833714545941,60.66666666666666
Tomato,Peaty,5.5,22,78,8,55.0,40.5,35.0,22,2019,2,20,21.79350499902268,78.20649500097733,7.748900883268362,21.75
Wheat,Sandy,6.75,17,80,8,55.00000000000001,40.0,27.0,36,2018,1,8,17.139290546441156,80.0,8.341359348106971,35.58333333333333
Potato,Loamy,6.5,33,67,14,77.0,60.0,45.0,61,2015,7,30,32.90384310550542,67.09615689449458,14.164264709920907,60.66666666666666
Corn,Peaty,5.5,14,80,12,66.0,49.50000000000001,35.0,25,2022,10,12,14.224663212517743,80.0,12.148271343887338,25.08333333333333
Sugarcane,Saline,8.0,24,76,9,84.5,66.0,54.0,17,2018,9,2,24.20150256076371,75.79849743923629,8.604223362056988,17.041666666666668
Potato,Loamy,6.5,34,66,11,77.0,60.0,45.0,61,2023,7,29,33.61547297782054,66.38452702217947,11.10263801414782,60.66666666666666
Potato,Saline,8.0,28,72,11,71.5,55.0,40.5,14,2021,9,12,28.323609132433365,71.67639086756664,10.68814961238015,13.916666666666666
Barley,Peaty,5.5,13,80,12,55.0,45.0,35.0,22,2021,3,28,13.46652768550744,80.0,12.303583164980118,22.5
Corn,Saline,8.0,19,80,12,78.0,60.50000000000001,45.0,15,2016,12,21,18.504182233763466,80.0,12.028545551732154,15.291666666666666
Sunflower,Saline,8.0,39,61,9,65.0,60.50000000000001,49.50000000000001,15,2020,6,4,38.92464639353904,61.07535360646096,9.360853481163169,14.583333333333334
Tomato,Peaty,5.5,30,70,5,55.0,40.5,35.0,22,2021,10,8,29.664084875646367,70.33591512435363,5.250066167620598,21.75
Sugarcane,Clay,6.25,38,62,9,78.0,60.0,48.0,54,2021,6,19,38.304343382423816,61.69565661757618,9.224441875608424,54.25
Rice,Peaty,5.5,22,78,11,71.5,54.0,38.5,27,2021,3,3,21.87813007077276,78.12186992922724,11.246500143390351,27.33333333333333
Sunflower,Loamy,6.5,20,80,15,70.0,66.0,55.00000000000001,64,2019,4,3,20.376895676104564,79.62310432389543,14.992768747333953,63.66666666666666
Barley,Sandy,6.75,18,80,7,50.0,40.0,30.0,35,2016,1,7,17.57318162033345,80.0,7.430571732617283,35.0
Potato,Loamy,6.5,20,80,9,77.0,60.0,45.0,61,2022,9,8,20.43208766839764,79.56791233160236,9.174832919620048,60.66666666666666
Rice,Sandy,6.75,22,78,11,65.0,48.0,33.0,43,2019,12,20,21.65267431949171,78.34732568050829,11.02231244761762,42.58333333333333
Soybean,Clay,6.25,11,80,12,54.0,50.0,44.0,43,2022,3,8,11.3989345046957,80.0,12.373881815750622,43.16666666666667
Corn,Sandy,6.75,14,80,8,60.0,44.0,30.0,39,2016,12,16,13.827200191623428,80.0,8.24924128875988,39.08333333333333
Sunflower,Peaty,5.5,18,80,10,55.0,49.50000000000001,38.5,24,2018,1,14,18.007455322353923,80.0,10.40640713111094,23.83333333333333
Barley,Saline,8.0,16,80,12,65.0,55.0,45.0,14,2020,10,16,15.550701037774958,80.0,11.889176929243268,13.75
Sugarcane,Saline,8.0,38,62,12,84.5,66.0,54.0,17,2016,6,18,38.12942341088465,61.87057658911535,12.399404535494682,17.041666666666668
Potato,Clay,6.25,25,75,10,66.0,50.0,36.0,44,2016,7,28,24.856132596716392,75.14386740328361,10.4706929075779,44.33333333333333
Cotton,Loamy,6.5,12,80,12,77.0,66.0,60.0,68,2016,1,25,12.10201536519526,80.0,12.413336920461932,67.66666666666667
Wheat,Loamy,6.5,12,80,8,77.0,60.0,45.0,61,2019,9,12,12.082218926059262,80.0,7.755051219937478,60.66666666666666
Barley,Clay,6.25,34,66,9,60.0,50.0,40.0,44,2023,8,7,33.993698148861164,66.00630185113883,8.71454668031944,43.75
Potato,Peaty,5.5,15,80,11,60.50000000000001,45.0,31.5,23,2015,2,19,14.794760741490636,80.0,10.766150096155997,22.83333333333333
Cotton,Clay,6.25,30,70,10,66.0,55.00000000000001,48.0,49,2016,8,27,30.252988186685705,69.74701181331429,9.751165423857335,49.29166666666667
Sugarcane,Sandy,6.75,18,80,7,65.0,48.0,36.0,43,2017,12,1,17.84419008732232,80.0,6.804691516744937,43.45833333333333
Potato,Peaty,5.5,41,59,9,60.50000000000001,45.0,31.5,23,2016,7,19,40.62981472481022,59.37018527518978,9.279558203381573,22.83333333333333
Sunflower,Sandy,6.75,23,77,7,50.0,44.0,33.0,37,2020,5,7,23.26950294498578,76.73049705501421,7.187717514921436,37.04166666666667
Sunflower,Clay,6.25,14,80,12,60.0,55.00000000000001,44.0,46,2023,12,22,13.522168651504552,80.0,11.607095260712564,46.375
Sugarcane,Sandy,6.75,12,80,7,65.0,48.0,36.0,43,2017,11,30,11.721882059756265,80.0,6.813828857869333,43.45833333333333
Sunflower,Loamy,6.5,17,80,9,70.0,66.0,55.00000000000001,64,2019,12,12,16.991950543941716,80.0,9.444639750084756,63.66666666666666
Sunflower,Peaty,5.5,5,80,12,55.0,49.50000000000001,38.5,24,2022,9,25,4.877839215136081,80.0,11.518726129238557,23.83333333333333
Rice,Peaty,5.5,18,80,16,71.5,54.0,38.5,27,2014,2,5,18.474989503884373,80.0,15.839628512544296,27.33333333333333
Sunflower,Sandy,6.75,19,80,11,50.0,44.0,33.0,37,2016,9,9,19.4083182753934,80.0,11.093900180650255,37.04166666666667
Sunflower,Sandy,6.75,31,69,7,50.0,44.0,33.0,37,2014,8,22,31.488752288184283,68.51124771181571,6.732070215253401,37.04166666666667
Sugarcane,Saline,8.0,22,78,11,84.5,66.0,54.0,17,2014,3,20,22.343928526962006,77.656071473038,11.45162995356412,17.041666666666668
Sunflower,Saline,8.0,15,80,9,65.0,60.50000000000001,49.50000000000001,15,2019,2,18,15.195084131966006,80.0,8.983973946458324,14.583333333333334
Soybean,Clay,6.25,31,69,9,54.0,50.0,44.0,43,2016,4,18,31.335843185441245,68.66415681455875,9.409706813716893,43.16666666666667
Rice,Clay,6.25,17,80,9,78.0,60.0,44.0,53,2016,9,19,17.253788733534936,80.0,8.991473934399162,53.08333333333333
Tomato,Clay,6.25,29,71,10,60.0,45.0,40.0,42,2014,5,14,29.29488513021654,70.70511486978346,10.440805895160064,42.29166666666667
Rice,Loamy,6.5,17,80,15,91.0,72.0,55.00000000000001,73,2023,10,14,16.75515197557508,80.0,15.146894216022144,72.66666666666667
Tomato,Sandy,6.75,23,77,7,50.0,36.0,30.0,34,2021,4,28,22.8795631304992,77.12043686950081,6.572328204855882,33.83333333333333
Barley,Saline,8.0,32,68,14,65.0,55.0,45.0,14,2014,7,20,31.791364281739355,68.20863571826064,13.785569609562607,13.75
Wheat,Loamy,6.5,16,80,10,77.0,60.0,45.0,61,2017,2,9,16.173055776203075,80.0,10.140715526908677,60.66666666666666
Wheat,Saline,8.0,34,66,10,71.5,55.0,40.5,14,2019,8,10,34.27133536326226,65.72866463673773,10.2918134742334,13.916666666666666
Soybean,Peaty,5.5,23,77,13,49.5,45.0,38.5,22,2016,11,22,22.81413098585213,77.18586901414787,13.22667004960116,22.166666666666668
Rice,Clay,6.25,22,78,9,78.0,60.0,44.0,53,2020,5,28,22.43057968497423,77.56942031502577,8.597256578088963,53.08333333333333
Barley,Saline,8.0,12,80,6,65.0,55.0,45.0,14,2021,2,11,11.684241608632531,80.0,5.9768890343511645,13.75
Wheat,Clay,6.25,21,79,6,66.0,50.0,36.0,44,2017,5,14,20.56017983252768,79.43982016747232,6.011342185744926,44.33333333333333
Rice,Sandy,6.75,18,80,9,65.0,48.0,33.0,43,2014,11,12,18.126885903369725,80.0,8.559491247378297,42.58333333333333
Sunflower,Saline,8.0,14,80,14,65.0,60.50000000000001,49.50000000000001,15,2017,3,8,13.619261262536757,80.0,13.94969268799758,14.583333333333334
Cotton,Loamy,6.5,23,77,4,77.0,66.0,60.0,68,2021,3,14,22.827780259422504,77.1722197405775,4.373616464512315,67.66666666666667
Sugarcane,Clay,6.25,40,60,17,78.0,60.0,48.0,54,2016,8,26,39.56405600043627,60.43594399956373,16.87795147321065,54.25
Potato,Sandy,6.75,20,80,3,55.00000000000001,40.0,27.0,36,2017,12,20,19.67396611844197,80.0,3.0590390256731457,35.58333333333333
Corn,Sandy,6.75,36,64,8,60.0,44.0,30.0,39,2016,8,22,36.49463741520948,63.505362584790525,7.751842436687353,39.08333333333333
Tomato,Loamy,6.5,27,73,12,70.0,54.0,50.0,58,2015,9,21,26.678650046925224,73.32134995307477,11.956004367558243,58.0
Potato,Clay,6.25,26,74,12,66.0,50.0,36.0,44,2021,5,2,25.759184470268536,74.24081552973146,12.322225996786052,44.33333333333333
Potato,Clay,6.25,24,76,10,66.0,50.0,36.0,44,2016,3,11,23.60456403564424,76.39543596435577,10.323777782615602,44.33333333333333
Barley,Clay,6.25,30,70,12,60.0,50.0,40.0,44,2017,3,27,30.086542757698297,69.9134572423017,12.319936522459374,43.75
Tomato,Loamy,6.5,17,80,9,70.0,54.0,50.0,58,2021,12,14,17.323967867839084,80.0,8.540790998016577,58.0
Wheat,Peaty,5.5,23,77,6,60.50000000000001,45.0,31.5,23,2020,5,19,23.38507170664872,76.61492829335128,5.80950138762213,22.83333333333333
Sugarcane,Peaty,5.5,37,63,10,71.5,54.0,42.0,28,2018,6,2,37.15623187525627,62.84376812474373,9.508534924825709,27.916666666666668
Sunflower,Sandy,6.75,22,78,11,50.0,44.0,33.0,37,2015,11,1,21.9971652097044,78.0028347902956,11.457499440777712,37.04166666666667
Potato,Loamy,6.5,40,60,10,77.0,60.0,45.0,61,2016,7,27,40.29700449089431,59.70299550910569,10.43314325195258,60.66666666666666
Rice,Sandy,6.75,10,80,9,65.0,48.0,33.0,43,2023,12,30,9.629739589808567,80.0,9.134019127009491,42.58333333333333
Rice,Saline,8.0,33,67,15,84.5,66.0,49.50000000000001,17,2019,8,29,32.55977174363781,67.44022825636219,14.56346376405618,16.666666666666668
Corn,Sandy,6.75,34,66,6,60.0,44.0,30.0,39,2021,8,31,33.602012319943384,66.39798768005662,5.636970901072014,39.08333333333333
Corn,Saline,8.0,26,74,12,78.0,60.50000000000001,45.0,15,2016,5,21,26.279955426526705,73.7200445734733,11.77267517762822,15.291666666666666
Sunflower,Clay,6.25,16,80,11,60.0,55.00000000000001,44.0,46,2019,9,13,15.827447029584183,80.0,11.400910627115346,46.375
Sugarcane,Sandy,6.75,28,72,11,65.0,48.0,36.0,43,2021,4,13,27.94793416979929,72.05206583020072,10.809422037462888,43.45833333333333
Corn,Saline,8.0,17,80,11,78.0,60.50000000000001,45.0,15,2014,2,16,16.628981582910832,80.0,11.451318222855535,15.291666666666666
Cotton,Clay,6.25,16,80,15,66.0,55.00000000000001,48.0,49,2023,1,11,16.197830646290015,80.0,14.903634785383383,49.29166666666667
Sugarcane,Loamy,6.5,17,80,13,91.0,72.0,60.0,74,2019,11,22,17.292724071141002,80.0,12.61221256811701,74.33333333333333
Cotton,Clay,6.25,22,78,10,66.0,55.00000000000001,48.0,49,2015,11,10,21.735524427927643,78.26447557207236,9.553777855602585,49.29166666666667
Corn,Peaty,5.5,19,80,14,66.0,49.50000000000001,35.0,25,2020,10,22,19.006336888499103,80.0,13.721938727905066,25.08333333333333
Potato,Sandy,6.75,13,80,11,55.00000000000001,40.0,27.0,36,2014,1,29,13.316886363394197,80.0,11.05526402978114,35.58333333333333
Sunflower,Saline,8.0,31,69,9,65.0,60.50000000000001,49.50000000000001,15,2019,3,11,31.271939008850573,68.72806099114942,9.41140039870702,14.583333333333334
Sunflower,Clay,6.25,32,68,8,60.0,55.00000000000001,44.0,46,2020,8,5,31.525550109114604,68.4744498908854,7.887764961865866,46.375
Barley,Saline,8.0,27,73,9,65.0,55.0,45.0,14,2017,3,10,27.48356589975301,72.51643410024698,8.61017471476358,13.75
Soybean,Clay,6.25,38,62,9,54.0,50.0,44.0,43,2020,6,4,37.96706481971207,62.03293518028793,9.086319220293188,43.16666666666667
Wheat,Loamy,6.5,22,78,6,77.0,60.0,45.0,61,2020,9,18,21.64887699127408,78.35112300872592,5.989124440359874,60.66666666666666
Corn,Sandy,6.75,17,80,6,60.0,44.0,30.0,39,2015,12,12,16.593850155740636,80.0,6.019711905502826,39.08333333333333
Barley,Saline,8.0,43,57,15,65.0,55.0,45.0,14,2019,6,9,42.70872178179023,57.29127821820977,14.585012528550358,13.75
Sugarcane,Clay,6.25,22,78,13,78.0,60.0,48.0,54,2022,4,7,21.551423324360936,78.44857667563906,13.226282844597172,54.25
Sugarcane,Saline,8.0,40,60,11,84.5,66.0,54.0,17,2022,8,3,39.84115509992497,60.15884490007503,10.63607447248154,17.041666666666668
Rice,Saline,8.0,17,80,13,84.5,66.0,49.50000000000001,17,2016,9,5,16.68783298284941,80.0,12.872913045839098,16.666666666666668
Soybean,Loamy,6.5,29,71,10,63.0,60.0,55.00000000000001,59,2019,6,14,28.716367511167213,71.28363248883278,9.934033337245882,59.333333333333336
Wheat,Clay,6.25,24,76,8,66.0,50.0,36.0,44,2018,4,18,23.56600715633901,76.43399284366099,8.350149017470812,44.33333333333333
Tomato,Peaty,5.5,25,75,9,55.0,40.5,35.0,22,2020,11,4,25.145244386744977,74.85475561325502,9.359627486917995,21.75
Potato,Clay,6.25,25,75,10,66.0,50.0,36.0,44,2015,11,29,25.472466762627214,74.52753323737278,9.63422396485294,44.33333333333333
Potato,Saline,8.0,25,75,6,71.5,55.0,40.5,14,2017,5,13,25.35970851244735,74.64029148755264,5.631651681548916,13.916666666666666
Sunflower,Peaty,5.5,19,80,11,55.0,49.50000000000001,38.5,24,2016,9,13,19.212161194155406,80.0,11.11565380660115,23.83333333333333
Potato,Saline,8.0,4,80,11,71.5,55.0,40.5,14,2020,12,30,3.704988211644615,80.0,11.374569300392372,13.916666666666666
Sugarcane,Sandy,6.75,17,80,12,65.0,48.0,36.0,43,2020,12,12,17.420457867807976,80.0,11.58462722183686,43.45833333333333
Wheat,Saline,8.0,29,71,11,71.5,55.0,40.5,14,2018,3,6,28.972682942284525,71.02731705771548,11.192877735830464,13.916666666666666
Soybean,Sandy,6.75,18,80,8,45.0,40.0,33.0,34,2023,11,14,17.75528439810521,80.0,7.766278780554037,34.41666666666667
Tomato,Sandy,6.75,32,68,9,50.0,36.0,30.0,34,2015,6,1,31.90146475066083,68.09853524933916,9.28655835355474,33.83333333333333
Soybean,Loamy,6.5,30,70,13,63.0,60.0,55.00000000000001,59,2018,3,12,29.69431900390304,70.30568099609697,12.704049352810726,59.333333333333336
Rice,Sandy,6.75,32,68,7,65.0,48.0,33.0,43,2020,3,1,31.619681580913827,68.38031841908617,7.02751882592459,42.58333333333333
Wheat,Saline,8.0,28,72,16,71.5,55.0,40.5,14,2022,2,1,27.78566758167357,72.21433241832642,16.123057323352953,13.916666666666666
Cotton,Peaty,5.5,18,80,8,60.50000000000001,49.50000000000001,42.0,25,2019,10,3,17.69804220694694,80.0,7.814435084976154,25.33333333333333
Potato,Peaty,5.5,15,80,11,60.50000000000001,45.0,31.5,23,2023,1,28,15.11015094713537,80.0,10.584836642767986,22.83333333333333
Tomato,Clay,6.25,27,73,14,60.0,45.0,40.0,42,2022,3,9,27.458598369239297,72.5414016307607,13.811489153343729,42.29166666666667
Tomato,Peaty,5.5,31,69,6,55.0,40.5,35.0,22,2014,4,22,31.05862149235344,68.94137850764656,6.432302604768613,21.75
Tomato,Clay,6.25,16,80,8,60.0,45.0,40.0,42,2023,10,28,16.2530505534639,80.0,7.807565295620134,42.29166666666667
Rice,Clay,6.25,30,70,14,78.0,60.0,44.0,53,2021,6,24,29.80641704844612,70.19358295155388,14.002813194396856,53.08333333333333
Wheat,Peaty,5.5,17,80,11,60.50000000000001,45.0,31.5,23,2021,12,19,17.270339470386435,80.0,11.399681158666958,22.83333333333333
Barley,Loamy,6.5,18,80,8,70.0,60.0,50.0,60,2017,1,30,17.990777144290306,80.0,8.358574559689703,60.0
Sunflower,Sandy,6.75,28,72,12,50.0,44.0,33.0,37,2023,4,14,28.2079845488967,71.7920154511033,12.253887226089764,37.04166666666667
Corn,Saline,8.0,22,78,11,78.0,60.50000000000001,45.0,15,2015,4,9,22.219737212602983,77.78026278739702,10.862307255088252,15.291666666666666
Rice,Peaty,5.5,22,78,9,71.5,54.0,38.5,27,2018,10,18,22.43613391541032,77.56386608458969,9.045375795400876,27.33333333333333
Corn,Saline,8.0,25,75,16,78.0,60.50000000000001,45.0,15,2018,3,22,24.863268960582147,75.13673103941785,16.194127815963114,15.291666666666666
Soybean,Clay,6.25,12,80,7,54.0,50.0,44.0,43,2021,12,23,12.122226322022104,80.0,6.551323584463921,43.16666666666667
Cotton,Peaty,5.5,35,65,4,60.50000000000001,49.50000000000001,42.0,25,2023,7,21,34.99815170712572,65.00184829287429,4.125837714238672,25.33333333333333
Sugarcane,Peaty,5.5,11,80,6,71.5,54.0,42.0,28,2022,2,18,11.182704337272892,80.0,5.60865429655966,27.916666666666668
Sugarcane,Sandy,6.75,21,79,14,65.0,48.0,36.0,43,2020,4,3,20.872432645047137,79.12756735495286,14.196714259305391,43.45833333333333
Rice,Clay,6.25,31,69,10,78.0,60.0,44.0,53,2017,8,22,31.257169651298533,68.74283034870146,9.581254529109229,53.08333333333333
Rice,Peaty,5.5,29,71,10,71.5,54.0,38.5,27,2023,5,1,29.44827573579368,70.55172426420631,10.009328380602996,27.33333333333333
Sugarcane,Peaty,5.5,22,78,3,71.5,54.0,42.0,28,2015,9,4,21.79761580140161,78.2023841985984,2.728758045166068,27.916666666666668
Wheat,Loamy,6.5,26,74,7,77.0,60.0,45.0,61,2017,10,18,26.29189719681598,73.70810280318402,6.5065229921257695,60.66666666666666
Soybean,Saline,8.0,29,71,13,58.5,55.0,49.50000000000001,14,2015,3,6,28.895147689898568,71.10485231010144,12.685260508193002,13.583333333333334
Sugarcane,Saline,8.0,18,80,8,84.5,66.0,54.0,17,2022,1,9,18.119015143594552,80.0,7.829858096775821,17.041666666666668
Corn,Peaty,5.5,16,80,7,66.0,49.50000000000001,35.0,25,2019,9,18,15.606285677259937,80.0,6.768051533503832,25.08333333333333
Potato,Peaty,5.5,21,79,13,60.50000000000001,45.0,31.5,23,2014,11,1,21.47999114328918,78.52000885671082,13.01575588495579,22.83333333333333
Tomato,Saline,8.0,25,75,10,65.0,49.5,45.0,13,2017,4,7,24.75045916229941,75.24954083770058,10.133149959123228,13.291666666666666
Cotton,Sandy,6.75,23,77,3,55.00000000000001,44.0,36.0,39,2020,10,25,23.344605942960563,76.65539405703944,3.3323169317061394,39.375
Barley,Clay,6.25,22,78,13,60.0,50.0,40.0,44,2021,5,21,21.69607757539601,78.30392242460398,13.145907046888588,43.75
Barley,Loamy,6.5,17,80,6,70.0,60.0,50.0,60,2018,12,29,16.967273176741518,80.0,6.469522721299774,60.0
Potato,Loamy,6.5,28,72,5,77.0,60.0,45.0,61,2022,5,19,27.51367041029108,72.48632958970893,4.656407511710332,60.66666666666666
Cotton,Sandy,6.75,21,79,10,55.00000000000001,44.0,36.0,39,2021,11,12,21.097177202838115,78.90282279716189,9.546936592535696,39.375
Wheat,Sandy,6.75,31,69,10,55.00000000000001,40.0,27.0,36,2017,7,2,30.69198565088205,69.30801434911795,9.70186402951352,35.58333333333333
Potato,Peaty,5.5,23,77,12,60.50000000000001,45.0,31.5,23,2015,10,22,22.57668096333064,77.42331903666935,11.972003071162652,22.83333333333333
Potato,Sandy,6.75,15,80,9,55.00000000000001,40.0,27.0,36,2014,1,5,14.97571527674485,80.0,8.85003008120229,35.58333333333333
Sugarcane,Saline,8.0,9,80,14,84.5,66.0,54.0,17,2023,12,20,9.19953075961896,80.0,14.090526547502034,17.041666666666668
Rice,Clay,6.25,17,80,11,78.0,60.0,44.0,53,2018,9,12,17.412523908387044,80.0,11.06375306769535,53.08333333333333
Barley,Sandy,6.75,18,80,14,50.0,40.0,30.0,35,2015,11,28,18.27344857954032,80.0,13.8589446072945,35.0
Potato,Sandy,6.75,15,80,7,55.00000000000001,40.0,27.0,36,2017,2,28,14.607893107749378,80.0,7.323401946116476,35.58333333333333
Tomato,Saline,8.0,20,80,4,65.0,49.5,45.0,13,2017,9,11,20.27518038934473,79.72481961065527,4.379745450011007,13.291666666666666
Barley,Loamy,6.5,40,60,9,70.0,60.0,50.0,60,2015,7,13,40.05065357174125,59.94934642825875,9.367637426264288,60.0
Soybean,Saline,8.0,16,80,13,58.5,55.0,49.50000000000001,14,2016,9,22,16.45472663384618,80.0,12.513036219179206,13.583333333333334
Wheat,Saline,8.0,22,78,10,71.5,55.0,40.5,14,2021,3,30,21.825892888928657,78.17410711107135,10.190387707135512,13.916666666666666
Barley,Peaty,5.5,35,65,5,55.0,45.0,35.0,22,2017,6,20,34.72313831513441,65.2768616848656,5.390019947526039,22.5
Barley,Sandy,6.75,39,61,8,50.0,40.0,30.0,35,2017,8,2,38.72571466054081,61.27428533945919,8.065829306243426,35.0
Sugarcane,Peaty,5.5,18,80,7,71.5,54.0,42.0,28,2016,11,24,18.46143758190006,80.0,6.790411011543499,27.916666666666668
Wheat,Saline,8.0,21,79,15,71.5,55.0,40.5,14,2022,4,23,21.32691614439068,78.67308385560932,15.486848268683818,13.916666666666666
Barley,Sandy,6.75,37,63,11,50.0,40.0,30.0,35,2016,7,12,36.51650322030726,63.48349677969274,10.95785825451642,35.0
Potato,Peaty,5.5,33,67,11,60.50000000000001,45.0,31.5,23,2023,4,13,33.322986533837486,66.67701346616252,10.84243057474686,22.83333333333333
Corn,Saline,8.0,22,78,9,78.0,60.50000000000001,45.0,15,2014,3,6,21.913734067265384,78.08626593273462,8.895324174276727,15.291666666666666
Potato,Saline,8.0,14,80,9,71.5,55.0,40.5,14,2019,1,25,13.78711618451926,80.0,9.406246323660488,13.916666666666666
Sugarcane,Sandy,6.75,14,80,13,65.0,48.0,36.0,43,2017,2,9,13.974677619788086,80.0,12.682834661185352,43.45833333333333
Rice,Saline,8.0,25,75,4,84.5,66.0,49.50000000000001,17,2021,3,6,25.09537578141169,74.90462421858831,3.711176725963188,16.666666666666668
Wheat,Saline,8.0,32,68,9,71.5,55.0,40.5,14,2020,8,17,31.60803368929393,68.39196631070607,9.099419772533247,13.916666666666666
Cotton,Sandy,6.75,33,67,15,55.00000000000001,44.0,36.0,39,2023,8,4,32.616848161668806,67.3831518383312,15.457331667849523,39.375
Cotton,Sandy,6.75,33,67,8,55.00000000000001,44.0,36.0,39,2019,7,25,32.74290160551162,67.25709839448838,7.853413033843901,39.375
Cotton,Sandy,6.75,26,74,12,55.00000000000001,44.0,36.0,39,2016,4,12,26.398876006731687,73.60112399326832,11.72952985826824,39.375
Sugarcane,Sandy,6.75,18,80,6,65.0,48.0,36.0,43,2023,2,4,18.4851834491852,80.0,6.190047980590902,43.45833333333333
Potato,Peaty,5.5,23,77,14,60.50000000000001,45.0,31.5,23,2021,10,26,22.69579125271754,77.30420874728246,14.314661644217928,22.83333333333333
Potato,Peaty,5.5,11,80,13,60.50000000000001,45.0,31.5,23,2018,2,27,10.666217873357844,80.0,13.153468498027426,22.83333333333333
Cotton,Saline,8.0,22,78,9,71.5,60.50000000000001,54.0,16,2023,2,10,22.089484584222564,77.91051541577744,8.721071300107184,15.5
Soybean,Saline,8.0,22,78,12,58.5,55.0,49.50000000000001,14,2016,3,10,22.43293764264148,77.56706235735852,11.873391600488455,13.583333333333334
Rice,Loamy,6.5,18,80,8,91.0,72.0,55.00000000000001,73,2014,2,23,18.15528259010753,80.0,8.03775997055704,72.66666666666667
Sunflower,Peaty,5.5,26,74,14,55.0,49.50000000000001,38.5,24,2021,3,4,25.62774774216629,74.37225225783371,13.600622789607678,23.83333333333333
Soybean,Clay,6.25,11,80,15,54.0,50.0,44.0,43,2017,12,1,10.600994489160955,80.0,15.032708349179533,43.16666666666667
